2025-01-08 11:38:18,747 INFO    MainThread:853195 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_setup.py:_flush():68] Configure stats pid to 853195
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_setup.py:_flush():68] Loading settings from /home/user/.config/wandb/settings
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_setup.py:_flush():68] Loading settings from /home/user/Traj-LLM/imjaegyun/Traj-LLM/outputs/2025-01-08/11-37-11/wandb/settings
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_init.py:_log_setup():528] Logging user logs to ./wandb/run-20250108_113818-lj9xkqfa/logs/debug.log
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_init.py:_log_setup():529] Logging internal logs to ./wandb/run-20250108_113818-lj9xkqfa/logs/debug-internal.log
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_init.py:init():644] calling init triggers
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {}
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_init.py:init():680] starting backend
2025-01-08 11:38:18,748 INFO    MainThread:853195 [wandb_init.py:init():684] sending inform_init request
2025-01-08 11:38:19,240 INFO    MainThread:853195 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-01-08 11:38:19,241 INFO    MainThread:853195 [wandb_init.py:init():697] backend started and connected
2025-01-08 11:38:19,244 INFO    MainThread:853195 [wandb_init.py:init():790] updated telemetry
2025-01-08 11:38:19,741 INFO    MainThread:853195 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-08 11:38:20,349 INFO    MainThread:853195 [wandb_init.py:init():874] starting run threads in backend
2025-01-08 11:38:20,439 INFO    MainThread:853195 [wandb_run.py:_console_start():2374] atexit reg
2025-01-08 11:38:20,439 INFO    MainThread:853195 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-08 11:38:20,439 INFO    MainThread:853195 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-08 11:38:20,439 INFO    MainThread:853195 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-08 11:38:20,440 INFO    MainThread:853195 [wandb_init.py:init():916] run started, returning control to user process
