2025-01-08 11:44:54,394 INFO    MainThread:861211 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_setup.py:_flush():68] Configure stats pid to 861211
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_setup.py:_flush():68] Loading settings from /home/user/.config/wandb/settings
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_setup.py:_flush():68] Loading settings from /home/user/Traj-LLM/imjaegyun/Traj-LLM/outputs/2025-01-08/11-43-49/wandb/settings
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_init.py:_log_setup():528] Logging user logs to ./wandb/run-20250108_114454-kesks0e1/logs/debug.log
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_init.py:_log_setup():529] Logging internal logs to ./wandb/run-20250108_114454-kesks0e1/logs/debug-internal.log
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_init.py:init():644] calling init triggers
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {}
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_init.py:init():680] starting backend
2025-01-08 11:44:54,395 INFO    MainThread:861211 [wandb_init.py:init():684] sending inform_init request
2025-01-08 11:44:54,888 INFO    MainThread:861211 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-01-08 11:44:54,889 INFO    MainThread:861211 [wandb_init.py:init():697] backend started and connected
2025-01-08 11:44:54,892 INFO    MainThread:861211 [wandb_init.py:init():790] updated telemetry
2025-01-08 11:44:55,391 INFO    MainThread:861211 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-08 11:44:56,237 INFO    MainThread:861211 [wandb_init.py:init():874] starting run threads in backend
2025-01-08 11:44:56,325 INFO    MainThread:861211 [wandb_run.py:_console_start():2374] atexit reg
2025-01-08 11:44:56,325 INFO    MainThread:861211 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-08 11:44:56,325 INFO    MainThread:861211 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-08 11:44:56,325 INFO    MainThread:861211 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-08 11:44:56,327 INFO    MainThread:861211 [wandb_init.py:init():916] run started, returning control to user process
2025-01-08 11:45:34,978 WARNING MsgRouterThr:861211 [router.py:message_loop():75] message_loop has been closed
